"a_fine_romance-0.mid",2,1920,"TRUE"
"a_fine_romance-1.mid",2,108,"TRUE"
"a_fine_romance-21.mid",2,48,"TRUE"
"a_fine_romance-2.mid",2,3072,"TRUE"
"a_fine_romance-3.mid",2,480,"TRUE"
"afternoon_in_paris-1.mid",2,240,"TRUE"
"afternoon_in_paris-25.mid",2,1440,"TRUE"
